시설번호,놀이시설명,주소1,주소2,설치일자,설치장소,한글주소,위도,경도
2251,[길음동]두산위브(길음뉴타운7단지) 707동(임대동),서울 성북구 길음동1285번지 길음뉴타운 7단지,서울특별시 성북구 길음로13길 22 길음뉴타운7단지두산위브아파트 (길음동),2010-07-07,주택단지,서울특별시 성북구 길음로13길 22 길음뉴타운7단지두산위브아파트 (길음동),37.6092194,127.0192671
39088,[돈암동]한신한진아파트 215동,,서울특별시 성북구 성북로4길 52 (돈암동 한신한진아파트),2010-07-07,주택단지,서울특별시 성북구 성북로4길 52 (돈암동 한신한진아파트),37.5958787,127.0104756
39004,선한유치원,서울 성북구 길음1동 547-78,서울특별시 성북구 길음로9길 73 (길음동),2010-07-13,유치원,서울특별시 성북구 길음로9길 73 (길음동),37.6039839,127.0205862
39137,서울정덕초등학교 병설유치원,서울 성북구 동소문동 7가 118-1,서울특별시 성북구 아리랑로 63 (동소문동7가),2010-07-16,유치원,서울특별시 성북구 아리랑로 63 (동소문동7가),37.5977986,127.0135171
39633,[정릉4동]중앙하이츠아파트,,서울특별시 성북구 보국문로32길 53 (정릉동 정릉중앙하이츠아파트),2010-07-26,주택단지,서울특별시 성북구 보국문로32길 53 (정릉동 정릉중앙하이츠아파트),37.6195717,127.0020982
2348,[종암동]선경아파트,서울 성북구 종암동 선경아파트,서울특별시 성북구 종암로5길 26 (종암동 종암선경아파트),2010-07-29,주택단지,서울특별시 성북구 종암로5길 26 (종암동 종암선경아파트),37.5942615,127.0335398
38567,운산유치원 놀이터,서울 강북구 수유1동 52-21,서울특별시 강북구 수유로4길 58 (수유동),2010-08-06,유치원,서울특별시 강북구 수유로4길 58 (수유동),37.6320823,127.0217247
2507,서울 정수초등학교 놀이터,서울시 성북구 정릉2동 431-62,서울특별시 성북구 정릉로24길 58 (정릉동),2010-08-31,학교,서울특별시 성북구 정릉로24길 58 (정릉동),37.6039729,127.00783
25868,길음성가어린이집 놀이터,서울 성북구 길음동1286번지,서울특별시 성북구 길음로9길 50 (길음동),2010-09-01,어린이집,서울특별시 성북구 길음로9길 50 (길음동),37.6043957,127.0192342
25869,[길음동]삼성래미안(길음뉴타운9단지) 906동,서울 성북구 길음동1286번지 길음뉴타운9단지,서울특별시 성북구 길음로9길 50 길음뉴타운9단지아파트 (길음동),2010-09-01,주택단지,서울특별시 성북구 길음로9길 50 길음뉴타운9단지아파트 (길음동),37.6043957,127.0192342
25870,길음뉴타운9단지 임대동 앞 놀이터,서울 성북구 길음동1286번지 길음뉴타운9단지,서울특별시 성북구 길음로9길 50 길음뉴타운9단지아파트 (길음동),2010-09-01,주택단지,서울특별시 성북구 길음로9길 50 길음뉴타운9단지아파트 (길음동),37.6043957,127.0192342
25990,숭곡초등학교 병설유치원 놀이시설,서울 성북구 하월곡1동 84-86,서울특별시 성북구 종암로40길 30 (하월곡동),2010-09-10,유치원,서울특별시 성북구 종암로40길 30 (하월곡동),37.6087833,127.0327263
535699,송천센트레빌아파트,서울 강북구 송천동461,서울특별시 강북구 숭인로 39 (미아동),2010-09-10,주택단지,서울특별시 강북구 숭인로 39 (미아동),37.6127453,127.0255275
24932,[길음동]삼성래미안(길음뉴타운9단지) 914동,서울 성북구 길음동1286번지,서울특별시 성북구 길음로9길 50 (길음동),2010-09-29,주택단지,서울특별시 성북구 길음로9길 50 (길음동),37.6043957,127.0192342
25028,구립 번2동어린이집 놀이터,서울 강북구 번2동 520,서울특별시 강북구 덕릉로40길 48 (번동),2010-10-04,어린이집,서울특별시 강북구 덕릉로40길 48 (번동),37.6337629,127.0320371
25001,삼선상상어린이공원2,,서울특별시 성북구 삼선교로4길 147 (삼선동1가),2010-10-06,도시공원,서울특별시 성북구 삼선교로4길 147 (삼선동1가),37.5818003,127.0092109
25002,삼선상상어린이공원1,,서울특별시 성북구 삼선교로4길 147 (삼선동1가)삼선어린이공원,2010-10-06,도시공원,서울특별시 성북구 삼선교로4길 147 (삼선동1가)삼선어린이공원,37.5818003,127.0092109
25003,삼선상상어린이공원 3,,서울특별시 성북구 삼선교로4길 147 (삼선동1가),2010-10-06,도시공원,서울특별시 성북구 삼선교로4길 147 (삼선동1가),37.5818003,127.0092109
2631,[종암동]SK아파트(2차) VIEW 203동,서울 성북구 종암동135번지,서울특별시 성북구 종암로24길 35 (종암동),2010-10-13,주택단지,서울특별시 성북구 종암로24길 35 (종암동),37.6017071,127.0348559
31582,[종암동]SK아파트(2차) VIEW 205동,서울 성북구 종암동135번지,서울특별시 성북구 종암로24길 35 (종암동),2010-10-13,주택단지,서울특별시 성북구 종암로24길 35 (종암동),37.6017071,127.0348559
35220,종암6구역 어린이공원,서울 성북구 종암동135-4,,2010-10-18,도시공원,서울 성북구 종암동135-4,37.6023703,127.0339374
2716,[동선동]이수브라운스톤 102동,서울 성북구 동소문동7가동선동 120번지,서울특별시 성북구 아리랑로5길 25 (동소문동7가),2010-10-26,주택단지,서울특별시 성북구 아리랑로5길 25 (동소문동7가),37.59633,127.0138004
2717,[동선동]이수브라운스톤 104동,서울 성북구 동소문동7가동선동 120번지,서울특별시 성북구 아리랑로5길 25 (동소문동7가),2010-10-26,주택단지,서울특별시 성북구 아리랑로5길 25 (동소문동7가),37.59633,127.0138004
2810,서울삼양초등학교 어린이놀이시설,서울 강북구 미아동791-1932,서울특별시 강북구 삼양로49길 17 (미아동),2010-11-16,학교,서울특별시 강북구 삼양로49길 17 (미아동),37.6237288,127.0164891
31048,화계유치원 놀이터,,서울특별시 강북구 덕릉로 45 (수유동),2010-11-16,유치원,서울특별시 강북구 덕릉로 45 (수유동),37.6346529,127.0188788
35286,세일어린이공원 놀이터,서울 강북구 미아동,,2010-11-16,도시공원,서울 강북구 미아동,37.6270736,127.0269791
35517,신암유치원(신암교회부설),서울 성북구 보문동2가 30,서울특별시 성북구 보문로27길 15 (보문동2가),2010-11-16,유치원,서울특별시 성북구 보문로27길 15 (보문동2가),37.5867758,127.0173631
2917,서울 애화학교 놀이터,서울시 강북구 미아3동 124-2,서울특별시 강북구 솔매로52길 31 (미아동),2010-11-30,학교,서울특별시 강북구 솔매로52길 31 (미아동),37.6251258,127.0288643
2924,서울길음유치원 놀이터,서울 성북구 길음동서울시 성북구 길음2동 635-7,서울특별시 성북구 길음로 142 (길음동),2010-12-02,유치원,서울특별시 성북구 길음로 142 (길음동),37.6136425,127.0166803
527964,새봄어린이집 놀이터,서울 성북구 종암동10-118,서울특별시 성북구 종암로14길 7-6 (종암동),2010-12-08,어린이집,서울특별시 성북구 종암로14길 7-6 (종암동),37.5975615,127.0358805
34914,구립돈암2동어린이집,,서울특별시 성북구 성북로4길 52 (돈암동 한진아파트)한진아파트 406동,2010-12-29,어린이집,서울특별시 성북구 성북로4길 52 (돈암동 한진아파트)한진아파트 406동,37.5958787,127.0104756
507681,보문아이파크102동뒤놀이터,서울 성북구 보문동3가 보문아이파크아파트3가 2번지,서울특별시 성북구 지봉로21길 19 (보문동3가),2011-01-03,주택단지,서울특별시 성북구 지봉로21길 19 (보문동3가),37.5856237,127.0166796
507692,보문아이파크106동옆놀이터,서울 성북구 보문동3가 보문아이파크아파트3가2번지,서울특별시 성북구 지봉로21길 19 (보문동3가),2011-01-03,주택단지,서울특별시 성북구 지봉로21길 19 (보문동3가),37.5856237,127.0166796
511288,서울미양초등학교 어린이놀이시설,서울 강북구 삼양동837-687,서울특별시 강북구 솔샘로 195 (미아동),2011-02-09,학교,서울특별시 강북구 솔샘로 195 (미아동),37.6212214,127.0137039
509606,혜화유 놀이시설,,서울특별시 종로구 창경궁로 296 (혜화동)혜화유치원,2011-03-03,유치원,서울특별시 종로구 창경궁로 296 (혜화동)혜화유치원,37.5868712,127.0031433
531412,노벨어린이집 놀이터,서울 성북구 정릉동873,서울특별시 성북구 정릉로8길 40-20 (정릉동),2011-05-02,어린이집,서울특별시 성북구 정릉로8길 40-20 (정릉동),37.6084621,126.9970987
532682,연꽃어린이집 놀이터,서울 성북구 정릉동266-441,서울특별시 성북구 서경로 108 (정릉동),2011-05-19,어린이집,서울특별시 성북구 서경로 108 (정릉동),37.6124553,127.0134623
532686,길음빛어린이집 놀이터,서울 성북구 길음동1281-7,서울특별시 성북구 길음로 92 (길음동),2011-05-19,어린이집,서울특별시 성북구 길음로 92 (길음동),37.6104856,127.0193925
35460,응달마을 어린이공원 놀이터,서울 강북구 송천동 860-116,,2011-05-25,도시공원,서울 강북구 송천동 860-116,37.6182209,127.024298
531745,성일어린이집 놀이터,서울 성북구 동선동1가85-16,서울특별시 성북구 동소문로24가길 13 (동선동1가),2011-06-07,어린이집,서울특별시 성북구 동소문로24가길 13 (동선동1가),37.5917887,127.0194755
534785,길음 서희스타힐스,서울 성북구 길음동229,서울특별시 성북구 동소문로 284 (하월곡동 길음 서희스타힐스),2011-06-08,주택단지,서울특별시 성북구 동소문로 284 (하월곡동 길음 서희스타힐스),37.605671,127.0273115
532015,한빛어린이집 놀이터,,서울특별시 성북구 성북로 37 (성북동1가)성북동주민센터,2011-06-14,어린이집,서울특별시 성북구 성북로 37 (성북동1가)성북동주민센터,37.5911237,127.0032875
529756,명륜아남1차아파트 어린이놀이터,,서울특별시 종로구 창경궁로 264 (명륜2가),2011-08-03,주택단지,서울특별시 종로구 창경궁로 264 (명륜2가),37.5845294,127.0007735
526654,해뜨는유치원,서울 성북구 정릉1동181-22,서울특별시 성북구 서경로2길 16 (정릉동),2011-08-21,유치원,서울특별시 성북구 서경로2길 16 (정릉동),37.6048671,127.0157127
39751,서울숭례초등학교 병설유치원,,서울특별시 성북구 종암로5길 14 (종암동),2011-08-26,유치원,서울특별시 성북구 종암로5길 14 (종암동),37.5949154,127.034575
509437,명신초병유 놀이시설,,서울특별시 종로구 낙산길 250 (창신동)명신초등학교병설유치원,2011-09-01,유치원,서울특별시 종로구 낙산길 250 (창신동)명신초등학교병설유치원,37.5813273,127.014121
532680,북한산 국립공원 어린이놀이터,서울 성북구 정릉4동231,서울특별시 성북구 솔샘로25길 121-50 (정릉동),2011-09-01,도시공원,서울특별시 성북구 솔샘로25길 121-50 (정릉동),37.6209947,127.0069184
523481,나래유치원,서울 성북구 길음동1170,서울특별시 성북구 삼양로 75 (길음동),2011-09-05,유치원,서울특별시 성북구 삼양로 75 (길음동),37.6098111,127.0225224
529346,미아도심소어린이공원놀이터,서울 강북구 송중동258-148,,2011-09-08,도시공원,서울 강북구 송중동258-148,37.6253966,127.0313371
529349,오동 놀이터2 (오동근린공원),서울 강북구 번동148-518,,2011-09-08,도시공원,서울 강북구 번동148-518,37.6274794,127.0333413
529350,구봉놀이터,서울 강북구 송중동산25-43,,2011-09-08,도시공원,서울 강북구 송중동산25-43,37.6205613,127.0337145
511447,아랑유치원,서울 성북구 돈암2동636번지 브라운스톤 이수 a 단지내,서울특별시 성북구 북악산로 844 브라운스톤 이수 a 단지내 (돈암동),2011-09-09,유치원,서울특별시 성북구 북악산로 844 브라운스톤 이수 a 단지내 (돈암동),37.5979659,127.0176255
518568,오동공원현대홈타운 어린이놀이터,서울 강북구 번2동760,서울특별시 강북구 오현로31길 89 (번동),2011-09-11,주택단지,서울특별시 강북구 오현로31길 89 (번동),37.6316062,127.0355356
526978,금강하이츠빌라 103동 놀이터,,서울특별시 종로구 평창24길 18 (평창동 금강하이츠빌라),2011-09-15,주택단지,서울특별시 종로구 평창24길 18 (평창동 금강하이츠빌라),37.6087883,126.9770616
529982,창신쌍용1단지아파트 어린이놀이터,,서울특별시 종로구 동망산길 19 (창신동 쌍용아파트),2011-09-16,주택단지,서울특별시 종로구 동망산길 19 (창신동 쌍용아파트),37.5800762,127.0147183
527123,미아 두산위브아파트101동앞 놀이터,,서울특별시 강북구 삼양로27길 95 (미아동 두산위브 아파트 1단지),2011-09-23,주택단지,서울특별시 강북구 삼양로27길 95 (미아동 두산위브 아파트 1단지),37.618179,127.0172552
527126,미아 두산위브아파트202동앞 놀이터,,서울특별시 강북구 삼양로27길 95 (미아동 두산위브 아파트 1단지),2011-09-23,주택단지,서울특별시 강북구 삼양로27길 95 (미아동 두산위브 아파트 1단지),37.618179,127.0172552
527130,미아 두산위브앞트 204동앞 놀이터,,서울특별시 강북구 삼양로27길 95 (미아동 두산위브 아파트 1단지),2011-09-23,주택단지,서울특별시 강북구 삼양로27길 95 (미아동 두산위브 아파트 1단지),37.618179,127.0172552
527131,미아두산위브아파트302동 앞 놀이터,,서울특별시 강북구 삼양로27길 95 (미아동 두산위브 아파트 1단지),2011-09-23,주택단지,서울특별시 강북구 삼양로27길 95 (미아동 두산위브 아파트 1단지),37.618179,127.0172552
527134,테두리어린이공원(미아8구역 1),서울 강북구 미아동653-1,,2011-09-23,도시공원,서울 강북구 미아동653-1,37.6188823,127.0184118
527136,고갯마루어린이공원(미아8구역2),서울 강북구 미아동653-1,,2011-09-23,도시공원,서울 강북구 미아동653-1,37.6188823,127.0184118
512502,동숭어린이집,서울 종로구 동숭동50-135,서울특별시 종로구 낙산4길 24 (동숭동),2011-09-26,어린이집,서울특별시 종로구 낙산4길 24 (동숭동),37.5791488,127.0070571
28260,백동어린이놀이터,서울 종로구 동숭동 2-43,,2011-09-28,도시공원,서울 종로구 동숭동 2-43,37.5830504,127.0047169
524647,성신유치원 2층 놀이터,서울 성북구 동선동3가249-1,서울특별시 성북구 보문로34다길 2 (동선동3가),2011-09-29,유치원,서울특별시 성북구 보문로34다길 2 (동선동3가),37.5915171,127.0228833
526359,영광유 어린이 놀이시설,서울 성북구 돈암1동632-10,서울특별시 성북구 북악산로 913 (돈암동),2011-10-01,유치원,서울특별시 성북구 북악산로 913 (돈암동),37.5954769,127.0236579
532716,하월곡동 동일하이빌뉴시티아파트 어린이놀이터,서울 성북구 하월곡동88-387,서울특별시 성북구 종암로 167 동일하이빌뉴시티 (하월곡동),2011-10-03,주택단지,서울특별시 성북구 종암로 167 동일하이빌뉴시티 (하월곡동),37.6050947,127.0309552
532718,하월곡동 동일하이빌뉴시티아파트 유아놀이터,서울 성북구 하월곡동88-387,서울특별시 성북구 종암로 167 동일하이빌뉴시티 (하월곡동),2011-10-03,주택단지,서울특별시 성북구 종암로 167 동일하이빌뉴시티 (하월곡동),37.6050947,127.0309552
524639,성신유치원 3층 놀이터,서울 성북구 동선동3가249-1 성신유치원,서울특별시 성북구 보문로34다길 2 성신유치원 (동선동3가),2011-10-05,유치원,서울특별시 성북구 보문로34다길 2 성신유치원 (동선동3가),37.5915171,127.0228833
510648,예린유치원,서울 성북구 종암동,서울특별시 성북구 종암로25길 17 (종암동),2011-10-12,유치원,서울특별시 성북구 종암로25길 17 (종암동),37.6000046,127.0323505
507079,솔샘유치원 놀이터,,서울특별시 강북구 솔샘로 159 (미아동 벽산라이브파크아파트),2011-10-17,유치원,서울특별시 강북구 솔샘로 159 (미아동 벽산라이브파크아파트),37.6215645,127.0109726
35088,청암 어린이공원 놀이터,서울 강북구 삼양동 776-17,,2011-10-21,도시공원,서울 강북구 삼양동 776-17,37.6241289,127.0171664
35459,미아2지구소공원 놀이터(늘푸른공원),서울 강북구 삼양동 797-9,,2011-10-21,도시공원,서울 강북구 삼양동 797-9,37.6254551,127.019708
35463,한빛어린이공원 놀이터,서울 강북구 미아동 222-20,,2011-10-21,도시공원,서울 강북구 미아동 222-20,37.6277311,127.0228977
517363,하늘어린이공원 놀이터,서울 강북구 미아동776-17,,2011-10-21,도시공원,서울 강북구 미아동776-17,37.6241289,127.0171664
527617,금강하이츠빌라 109동 놀이터,서울 종로구 평창동64-3,서울특별시 종로구 평창24길 18 (평창동),2011-10-21,주택단지,서울특별시 종로구 평창24길 18 (평창동),37.6087883,126.9770616
526348,성북어린이집,,서울특별시 성북구 성북로4길 13-8 (동소문동1가),2011-10-24,어린이집,서울특별시 성북구 성북로4길 13-8 (동소문동1가),37.5897162,127.0057673
526837,사랑유치원 어린이놀이시설,서울 성북구 종암동99-10,서울특별시 성북구 월곡로7길 72 (종암동),2011-11-01,유치원,서울특별시 성북구 월곡로7길 72 (종암동),37.5999075,127.0363127
35084,번남어린이공원 놀이터,서울 강북구 번1동 447-1,,2011-11-07,도시공원,서울 강북구 번1동 447-1,37.6357781,127.0249554
529345,송월어린이공원놀이터,서울 강북구 송중동89-6,,2011-11-07,도시공원,서울 강북구 송중동89-6,37.6161113,127.0321105
525588,성북구청내 어린이집 놀이터,,서울특별시 성북구 보문로 168 (삼선동5가),2011-11-14,어린이집,서울특별시 성북구 보문로 168 (삼선동5가),37.5894,127.016749
529597,벽산라이브파크106동놀이터,,서울특별시 강북구 인수봉로 18 (미아동 벽산라이브파크아파트),2011-11-16,주택단지,서울특별시 강북구 인수봉로 18 (미아동 벽산라이브파크아파트),37.6216901,127.0129621
529600,벽산라이브파크109동놀이터,,서울특별시 강북구 인수봉로 18 (미아동 벽산라이브파크아파트),2011-11-16,주택단지,서울특별시 강북구 인수봉로 18 (미아동 벽산라이브파크아파트),37.6216901,127.0129621
529601,벽산라이브파크아파트113동놀이터,,서울특별시 강북구 인수봉로 18 (미아동 벽산라이브파크아파트),2011-11-16,주택단지,서울특별시 강북구 인수봉로 18 (미아동 벽산라이브파크아파트),37.6216901,127.0129621
529602,벽산라이브파크아파트117동놀이터,,서울특별시 강북구 인수봉로 18 (미아동 벽산라이브파크아파트),2011-11-16,주택단지,서울특별시 강북구 인수봉로 18 (미아동 벽산라이브파크아파트),37.6216901,127.0129621
526829,영재유치원 어린이놀이시설,서울 성북구 종암동45-31,서울특별시 성북구 종암로15길 1 (종암동),2011-11-24,유치원,서울특별시 성북구 종암로15길 1 (종암동),37.5974202,127.0347771
529599,벽산라이브파크아파트107동놀이터,,서울특별시 강북구 인수봉로 18 (미아동 벽산라이브파크아파트),2011-11-30,주택단지,서울특별시 강북구 인수봉로 18 (미아동 벽산라이브파크아파트),37.6216901,127.0129621
533233,길음SH빌아파트 내 놀이터,서울 성북구 길음동1282-1,서울특별시 성북구 길음로 74 (길음동),2011-12-01,주택단지,서울특별시 성북구 길음로 74 (길음동),37.6100532,127.0205837
529168,솔로몬영재어린이집 놀이시설,서울 강북구 수유동483-17,서울특별시 강북구 삼양로77길 43-6 (수유동),2011-12-29,어린이집,서울특별시 강북구 삼양로77길 43-6 (수유동),37.6289874,127.015995
508386,서울송천초등학교 어린이놀이시설,,서울특별시 강북구 삼양로20길 29,2012-01-03,학교,서울특별시 강북구 삼양로20길 29,37.6158138,127.0234156
24542,미아3지구소공원 놀이터(미래공원),서울 강북 미아2동 791-1712,,2012-01-16,도시공원,서울 강북 미아2동 791-1712,37.6246321,127.0145073
35462,오패어린이공원 놀이터,서울 강북구 삼양동 776-17,,2012-01-16,도시공원,서울 강북구 삼양동 776-17,37.6241289,127.0171664
35466,미아4지구소공원 놀이터(소망공원),서울 강북구 삼양동 791-1467,,2012-01-16,도시공원,서울 강북구 삼양동 791-1467,37.6258252,127.0154338
530447,나나어린이집,서울 강북구 수유동56-170,서울특별시 강북구 수유로4길 23 (수유동),2012-01-31,어린이집,서울특별시 강북구 수유로4길 23 (수유동),37.6318489,127.0198391
530446,꿈나무어린이집,서울 강북구 수유동472-29,서울특별시 강북구 삼양로85길 4 (수유동),2012-02-02,어린이집,서울특별시 강북구 삼양로85길 4 (수유동),37.6336077,127.0171669
532157,동대문구육아종합지원센터 제기점 놀이터,서울 동대문구 제기동227-2 2층,,2012-02-15,어린이집,서울 동대문구 제기동227-2 2층,37.5837457,127.0346827
532166,우촌초등학교 병설유치원 놀이터,서울 성북구 성북동성북로4길 52-1,서울특별시 성북구 성북로4길 52-1 우촌초등학교 (돈암동),2012-02-17,유치원,서울특별시 성북구 성북로4길 52-1 우촌초등학교 (돈암동),37.5956423,127.0114163
37120,재동초 놀이시설,,서울특별시 종로구 북촌로4길 7 (가회동)재동초등학교,2012-02-21,학교,서울특별시 종로구 북촌로4길 7 (가회동)재동초등학교,37.579929,126.985708
542295,제나어린이집,,서울특별시 성북구 삼선교로20길 21 (삼선동5가),2012-02-22,어린이집,서울특별시 성북구 삼선교로20길 21 (삼선동5가),37.5882952,127.0139066
532048,삼양제일어린이집 실내놀이터,,서울특별시 강북구 삼양로27길 35 (미아동),2012-02-28,어린이집,서울특별시 강북구 삼양로27길 35 (미아동),37.6184676,127.0194244
532864,닥터맘소아청소년과의원 놀이터,서울 강북구 미아동1357-9,서울특별시 강북구 삼양로27길 35-21 미아프라자 (미아동),2012-03-01,의료기관,서울특별시 강북구 삼양로27길 35-21 미아프라자 (미아동),37.6179843,127.0189425
508599,서울청덕초등학교,,서울특별시 성북구 정릉로9라길 11 (정릉동),2012-03-02,학교,서울특별시 성북구 정릉로9라길 11 (정릉동),37.6120321,127.0004
534882,학교법인오산학원 놀이시설 (창문유치원),,서울특별시 강북구 월계로 61 (미아동),2012-03-02,유치원,서울특별시 강북구 월계로 61 (미아동),37.6134821,127.036375
507134,서울성북초등학교,,서울특별시 성북구 성북로 102-10 (성북동),2012-03-05,학교,서울특별시 성북구 성북로 102-10 (성북동),37.5939192,126.9982906
508458,서울성북초등학교 병설유치원,,서울특별시 성북구 성북로 102-10 (성북동),2012-03-05,유치원,서울특별시 성북구 성북로 102-10 (성북동),37.5939192,126.9982906
511349,서울삼각산초등학교 어린이놀이시설,서울 강북구 미아동1353-10번지,서울특별시 강북구 삼양로19길 141 (미아동),2012-03-21,학교,서울특별시 강북구 삼양로19길 141 (미아동),37.61592,127.0155154
507047,서울정릉초등학교,서울 성북구 정릉4동798 서울정릉초등학교,서울특별시 성북구 솔샘로25가길 8 서울정릉초등학교 (정릉동),2012-03-26,학교,서울특별시 성북구 솔샘로25가길 8 서울정릉초등학교 (정릉동),37.6198714,127.0053673
532623,SH-Vill 임대아파트내 어린이놀이터,서울 강북구 미아동797-8,서울특별시 강북구 삼양로 246-14 (미아동),2012-03-26,주택단지,서울특별시 강북구 삼양로 246-14 (미아동),37.6254293,127.0192252
531446,삼선 SK뷰아파트 106동 놀이터,,서울특별시 성북구 삼선교로16길 35 (삼선동3가 삼선 SK VIEW 아파트),2012-03-28,주택단지,서울특별시 성북구 삼선교로16길 35 (삼선동3가 삼선 SK VIEW 아파트),37.5870314,127.0115472
531450,삼선 SK뷰아파트 103동 놀이터,,서울특별시 성북구 삼선교로16길 35 (삼선동3가 삼선 SK VIEW 아파트),2012-03-28,주택단지,서울특별시 성북구 삼선교로16길 35 (삼선동3가 삼선 SK VIEW 아파트),37.5870314,127.0115472
508454,숭례초등학교 어린이 놀이시설,,서울특별시 성북구 종암로5길 14 (종암동),2012-04-19,학교,서울특별시 성북구 종암로5길 14 (종암동),37.5949154,127.034575
530680,조마루감자탕미아점실내놀이터,서울 강북구 미아동65-14,서울특별시 강북구 솔샘로 332 (미아동),2012-04-27,식품접객업소,서울특별시 강북구 솔샘로 332 (미아동),37.6170074,127.0290561
530805,솔로몬소망어린이집놀이터,서울 강북구 수유동472-203,서울특별시 강북구 삼양로 324 (수유동),2012-04-30,어린이집,서울특별시 강북구 삼양로 324 (수유동),37.6323499,127.0178251
537443,디보빌리지(하월곡점),,서울특별시 성북구 종암로 167 동일하이빌뉴시티 (하월곡동),2012-05-01,대규모점포,서울특별시 성북구 종암로 167 동일하이빌뉴시티 (하월곡동),37.6050947,127.0309552
533522,정릉 피오레(임의단지)아파트 102동 뒤 어린이놀이터,서울 성북구 정릉동1024,서울특별시 성북구 보국문로 183 (정릉동),2012-05-28,주택단지,서울특별시 성북구 보국문로 183 (정릉동),37.6172932,127.0009598
538098,미아동교회 놀이시설,서울 성북구 길음동549-12,,2012-06-01,종교시설,서울 성북구 길음동549-12,37.6042083,127.0220238
534667,대동황토방아파트 놀이터,,서울특별시 성북구 정릉로 185-4 (정릉동 대동아파트),2012-07-01,주택단지,서울특별시 성북구 정릉로 185-4 (정릉동 대동아파트),37.6079516,127.0059238
538291,아이사랑 어린이집,,서울특별시 성북구 보국문로17길 8 (정릉동),2012-08-05,어린이집,서울특별시 성북구 보국문로17길 8 (정릉동),37.6112374,127.0082022
534596,소화유치원 놀이시설,,서울특별시 동대문구 약령시로 45 (제기동),2012-08-16,유치원,서울특별시 동대문구 약령시로 45 (제기동),37.583076,127.0347903
36665,서울화계초등학교 어린이놀이시설,,서울특별시 강북구 솔매로50가길 25 (미아동),2012-09-10,학교,서울특별시 강북구 솔매로50가길 25 (미아동),37.6241861,127.029132
521368,하나유치원,,서울특별시 강북구 솔샘로 174 (미아동 SK북한산시티아파트),2012-09-24,유치원,서울특별시 강북구 솔샘로 174 (미아동 SK북한산시티아파트),37.6183158,127.0129522
536944,해피트리아파트 놀이터,,서울특별시 성북구 아리랑로5길 92 (돈암동 돈암동 해피트리 아파트),2012-11-15,주택단지,서울특별시 성북구 아리랑로5길 92 (돈암동 돈암동 해피트리 아파트),37.5979358,127.0115168
509442,하나유 놀이시설,,서울특별시 종로구 평창길 317 (평창동)하나유치원,2012-12-14,유치원,서울특별시 종로구 평창길 317 (평창동)하나유치원,37.6143749,126.9775207
537044,롯데마트 삼양점 애플트리 놀이터,서울 강북구 미아동1359 롯데마트 삼양점 3층,서울특별시 강북구 삼양로 247 롯데마트 삼양점 3층 (미아동),2012-12-24,놀이제공영업소,서울특별시 강북구 삼양로 247 롯데마트 삼양점 3층 (미아동),37.6255182,127.017747
538350,도토리키즈월드,서울 성북구 하월곡동88-387번지 동일하이빌 상가5층,서울특별시 성북구 종암로 167 동일하이빌뉴시티 (하월곡동),2013-03-01,놀이제공영업소,서울특별시 성북구 종암로 167 동일하이빌뉴시티 (하월곡동),37.6050947,127.0309552
538949,구립가람어린이집,서울 성북구 돈암동593,서울특별시 성북구 흥천사길 49-23 (돈암동),2013-03-25,어린이집,서울특별시 성북구 흥천사길 49-23 (돈암동),37.5984076,127.0074412
539992,점핑스타 실내놀이시설,서울 성북구 길음동1139번지,서울특별시 성북구 삼양로 68 (길음동),2013-05-14,놀이제공영업소,서울특별시 성북구 삼양로 68 (길음동),37.6092072,127.0231979
509742,한가람유치원,,서울특별시 성북구 서경로 166 (정릉동),2013-06-15,유치원,서울특별시 성북구 서경로 166 (정릉동),37.6163862,127.0102571
508457,서울동신초등학교 운동장놀이터,서울 성북구 보문동3가228번지,서울특별시 성북구 보문사길 50 (보문동3가),2013-06-21,학교,서울특별시 성북구 보문사길 50 (보문동3가),37.5828961,127.0167158
541310,한빛맹학교,서울 강북구 수유1동4845-21(삼양로 73가길 47),서울특별시 강북구 삼양로73가길 47 한빛맹아학교 (수유동),2013-08-01,학교,서울특별시 강북구 삼양로73가길 47 한빛맹아학교 (수유동),37.6280507,127.0158134
541553,현대다솜어린이집,,서울특별시 종로구 창덕궁길 19 (원서동)현대다솜어린이집,2013-08-01,어린이집,서울특별시 종로구 창덕궁길 19 (원서동)현대다솜어린이집,37.578233,126.9885656
541316,길음초등학교,서울 성북구 길음1동635-7,서울특별시 성북구 길음로 142 (길음동),2013-08-05,학교,서울특별시 성북구 길음로 142 (길음동),37.6136425,127.0166803
541556,이너스내안에아파트,,서울특별시 강북구 도봉로76가길 15 (미아동 이너스 내안에 아파트),2013-08-14,주택단지,서울특별시 강북구 도봉로76가길 15 (미아동 이너스 내안에 아파트),37.632669,127.0264463
542055,점핑스타(한성대점),,서울특별시 성북구 보문로29다길 7 (삼선동3가)2층,2013-09-26,놀이제공영업소,서울특별시 성북구 보문로29다길 7 (삼선동3가)2층,37.5855426,127.0133605
510947,서울유현초등학교 놀이터,서울 강북구 수유1동,서울특별시 강북구 인수봉로37길 24 서울유현초등학교 (수유동),2013-10-14,학교,서울특별시 강북구 인수봉로37길 24 서울유현초등학교 (수유동),37.6317237,127.0114
542626,점핑스타(정릉점),,서울특별시 성북구 보국문로 10 (정릉동)부광빌딩 6층,2013-10-22,놀이제공영업소,서울특별시 성북구 보국문로 10 (정릉동)부광빌딩 6층,37.6055229,127.011646
